antigen_id,danger,safe,class
7,0,0.4,1
7,0,0.5,1
7,0,0.6,1
7,0,0.7,1
7,0,0.8,1
7,0,0.9,1
7,0,1,1
17,0,0.9,1
17,0,0.8,1
17,0,0.7,1
17,0,0.6,1
17,0,0.5,1
17,0,0.4,1
17,0,0.3,1
7,0,0.3,1
7,0,0.3,1
7,0,0.3,1
7,0,0.4,1
28,0,0.5,1
28,0,0.6,1
28,0,0.7,1
28,0,0.8,1
28,0,0.9,1
28,0,1,1
28,0,1,1
28,0,1,1
28,0,1,1
28,0,1,1
28,0,1,1
28,0,1,1
40,0,1,1
40,0,1,1
40,0,1,1
40,0,1,1
44,0,1,1
44,0,1,1
44,0,1,1
44,0,1,1
44,0,1,1
44,0,1,1
44,0,1,1
40,0,1,1
40,0,1,1
40,0,1,1
40,0,1,1
40,0,1,1
40,0,1,1
40,0,1,1
58,0,0.985714286,1
40,0,0.985714286,1
40,0,0.985714286,1
40,0,0.985714286,1
62,0,0.971428571,1
58,0,0.957142857,1
58,0,0.942857143,1
62,0,0.928571429,1
62,0,0.914285714,1
58,0,0.9,1
62,0,0.9,1
58,0,0.885714286,1
58,0,0.871428571,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
62,0,0.857142857,1
62,0,0.857142857,1
62,0,0.857142857,1
62,0,0.857142857,1
62,0,0.857142857,1
62,0,0.857142857,1
62,0,0.857142857,1
62,0,0.857142857,1
62,0,0.857142857,1
62,0,0.857142857,1
62,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
62,0,0.857142857,1
62,0,0.857142857,1
62,0,0.857142857,1
62,0,0.857142857,1
58,0,0.857142857,1
62,0,0.857142857,1
62,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
62,0,0.857142857,1
58,0,0.857142857,1
40,0,0.871428571,1
58,0,0.871428571,1
62,0,0.871428571,1
62,0,0.871428571,1
58,0,0.871428571,1
58,0,0.871428571,1
58,0,0.871428571,1
40,0,0.885714286,1
58,0,0.885714286,1
58,0,0.885714286,1
40,0,0.885714286,1
58,0,0.885714286,1
120,0,0.9,1
58,0,0.9,1
58,0,0.9,1
58,0,0.9,1
58,0,0.9,1
58,0,0.885714286,1
58,0,0.885714286,1
58,0,0.885714286,1
58,0,0.871428571,1
58,0,0.871428571,1
130,0,0.871428571,1
131,0,0.885714286,1
132,0,0.9,1
132,0,0.914285714,1
132,0,0.928571429,1
135,0,0.942857143,1
132,0,0.957142857,1
132,0,0.971428571,1
58,0,0.971428571,1
58,0,0.971428571,1
58,0,0.957142857,1
58,0,0.942857143,1
120,0,0.942857143,1
120,0,0.942857143,1
120,0,0.942857143,1
132,0,0.942857143,1
132,0,0.942857143,1
132,0,0.942857143,1
132,0,0.957142857,1
132,0,0.971428571,1
132,0,0.985714286,1
130,0,1,1
130,0,1,1
130,0,1,1
132,0,1,1
132,0,1,1
135,0,1,1
135,0,1,1
132,0,1,1
132,0,1,1
135,0,1,1
120,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
130,0,1,1
132,0,1,1
132,0,1,1
130,0,1,1
130,0,1,1
130,0,1,1
130,0,1,1
130,0,1,1
130,0,1,1
130,0,1,1
130,0,1,1
120,0,1,1
120,0,1,1
120,0,1,1
120,0,1,1
135,0,1,1
131,0,1,1
131,0,1,1
135,0,1,1
135,0,1,1
135,0,1,1
135,0,1,1
135,0,1,1
135,0,1,1
120,0,1,1
130,0,1,1
131,0,1,1
132,0,1,1
132,0,1,1
120,0,1,1
130,0,1,1
130,0,1,1
130,0,1,1
135,0,1,1
130,0,1,1
135,0,1,1
130,0,1,1
58,0,0.985714286,1
58,0,0.971428571,1
58,0,0.957142857,1
58,0,0.942857143,1
58,0,0.928571429,1
58,0,0.914285714,1
58,0,0.9,1
58,0,0.885714286,1
58,0,0.871428571,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
135,0,0.871428571,1
135,0,0.885714286,1
135,0,0.9,1
135,0,0.914285714,1
135,0,0.928571429,1
135,0,0.942857143,1
135,0,0.957142857,1
130,0,0.971428571,1
135,0,0.985714286,1
131,0,1,1
131,0,1,1
131,0,1,1
131,0,1,1
131,0,1,1
131,0,1,1
131,0,1,1
120,0,1,1
131,0,1,1
131,0,1,1
131,0,1,1
17,0,1,1
17,0,1,1
17,0,1,1
130,0,1,1
135,0,1,1
130,0,1,1
135,0,1,1
131,0,1,1
58,0,0.985714286,1
58,0,0.971428571,1
58,0,0.957142857,1
58,0,0.942857143,1
58,0,0.928571429,1
58,0,0.914285714,1
58,0,0.9,1
58,0,0.885714286,1
58,0,0.871428571,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
131,0,0.871428571,1
58,0,0.871428571,1
58,0,0.871428571,1
58,0,0.871428571,1
58,0,0.871428571,1
58,0,0.871428571,1
58,0,0.871428571,1
58,0,0.871428571,1
58,0,0.871428571,1
58,0,0.871428571,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
297,0,0.838095238,1
298,0,0.819047619,1
58,0,0.819047619,1
58,0,0.819047619,1
58,0,0.819047619,1
58,0,0.819047619,1
58,0,0.819047619,1
58,0,0.819047619,1
58,0,0.819047619,1
58,0,0.819047619,1
58,0,0.838095238,1
58,0,0.857142857,1
297,0,0.838095238,1
297,0,0.819047619,1
58,0,0.819047619,1
58,0,0.819047619,1
58,0,0.819047619,1
58,0,0.819047619,1
298,0,0.8,1
298,0,0.780952381,1
58,0,0.780952381,1
58,0,0.780952381,1
58,0,0.8,1
58,0,0.819047619,1
58,0,0.819047619,1
58,0,0.819047619,1
298,0,0.8,1
298,0,0.780952381,1
298,0,0.780952381,1
298,0,0.780952381,1
58,0,0.780952381,1
58,0,0.780952381,1
58,0,0.780952381,1
58,0,0.780952381,1
58,0,0.780952381,1
58,0,0.780952381,1
58,0,0.8,1
58,0,0.819047619,1
58,0,0.838095238,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
62,0,0.771428571,1
62,0,0.685714286,1
62,0,0.6,1
62,0,0.514285714,1
62,0,0.428571429,1
62,0,0.342857143,1
62,0,0.257142857,1
62,0,0.171428571,1
62,0,0.085714286,1
62,0,0,1
62,0,0,1
62,0,0,1
62,0,0,1
62,0,0,1
62,0,0,1
62,0,0,1
132,0,0,1
132,0,0,1
132,0,0,1
132,0,0,1
132,0,0,1
132,0,0,1
28,0,0.1,1
28,0,0.2,1
28,0,0.3,1
28,0,0.4,1
390,0,0.5,1
390,0,0.6,1
390,0,0.7,1
390,0,0.8,1
390,0,0.9,1
390,0,1,1
390,0,1,1
390,0,1,1
390,0,1,1
390,0,1,1
390,0,1,1
390,0,1,1
390,0,1,1
390,0,1,1
404,0,0.9,1
404,0,0.8,1
404,0,0.7,1
404,0,0.6,1
404,0,0.5,1
404,0,0.4,1
404,0,0.3,1
404,0,0.2,1
404,0,0.1,1
404,0,0,1
390,0,0.1,1
390,0,0.2,1
390,0,0.3,1
132,0,0.4,1
132,0,0.5,1
132,0,0.6,1
132,0,0.7,1
132,0,0.8,1
132,0,0.9,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
130,0,1,1
491,0,1,1
130,0,1,1
130,0,1,1
491,0,1,1
491,0,1,1
491,0,1,1
130,0,1,1
130,0,1,1
130,0,1,1
130,0,1,1
130,0,1,1
491,0,1,1
491,0,1,1
491,0,1,1
491,0,1,1
491,0,1,1
491,0,1,1
491,0,1,1
491,0,1,1
491,0,1,1
491,0,1,1
491,0,1,1
491,0,1,1
491,0,1,1
491,0,1,1
491,0,1,1
491,0,1,1
131,0,1,1
131,0,1,1
120,0,1,1
120,0,1,1
297,0,0.9,1
297,0,0.8,1
297,0,0.7,1
120,0,0.7,1
120,0,0.7,1
131,0,0.7,1
131,0,0.7,1
529,0,0.7,1
529,0,0.7,1
529,0,0.7,1
529,0,0.8,1
529,0,0.9,1
529,0,1,1
529,0,1,1
529,0,1,1
529,0,1,1
529,0,1,1
529,0,1,1
529,0,1,1
529,0,1,1
529,0,1,1
132,0,1,1
529,0,1,1
529,0,1,1
529,0,1,1
529,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
529,0,1,1
529,0,1,1
529,0,1,1
529,0,1,1
529,0,1,1
529,0,1,1
529,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
132,0,1,1
564,0,1,1
564,0,1,1
564,0,1,1
564,0,1,1
564,0,1,1
564,0,1,1
564,0,1,1
564,0,1,1
564,0,1,1
564,0,1,1
564,0,1,1
564,0,1,1
298,0,0.9,1
298,0,0.8,1
298,0,0.7,1
564,0,0.7,1
564,0,0.7,1
564,0,0.7,1
564,0,0.7,1
564,0,0.7,1
584,0,0.6,1
584,0,0.5,1
584,0,0.5,1
584,0,0.5,1
584,0,0.5,1
584,0,0.4,1
584,0,0.3,1
584,0,0.2,1
584,0,0.1,1
584,0,0,1
298,0,0,1
298,0,0,1
298,0,0,1
584,0,0,1
584,0,0,1
599,0,0,1
599,0,0,1
599,0,0,1
599,0,0,1
599,0,0,1
584,0,0,1
599,0,0,1
599,0,0,1
599,0,0,1
599,0,0,1
599,0,0,1
599,0,0,1
599,0,0,1
599,0,0,1
599,0,0,1
599,0,0,1
599,0,0,1
616,0,0,1
616,0,0,1
616,0,0,1
616,0,0,1
616,0,0,1
616,0,0,1
616,0,0,1
616,0,0,1
616,0,0,1
616,0,0,1
616,0,0,1
616,0,0,1
616,0,0,1
616,0,0,1
584,0,0,1
584,0,0,1
584,0,0,1
599,0,0,1
599,0,0,1
599,0,0,1
616,0,0,1
616,0,0,1
616,0,0,1
616,0,0,1
640,0,0.1,1
640,0,0.2,1
640,0,0.3,1
640,0,0.4,1
640,0,0.5,1
645,0,0.583333333,1
646,0,0.666666667,1
640,0,0.766666667,1
640,0,0.866666667,1
640,0,0.966666667,1
640,0,0.966666667,1
640,0,0.966666667,1
640,0,0.966666667,1
645,0,0.95,1
645,0,0.933333333,1
646,0,0.933333333,1
646,0,0.933333333,1
640,0,0.933333333,1
646,0,0.916666667,1
645,0,0.9,1
640,0,0.9,1
645,0,0.883333333,1
646,0,0.866666667,1
645,0,0.866666667,1
645,0,0.866666667,1
645,0,0.866666667,1
645,0,0.866666667,1
646,0,0.85,1
646,0,0.85,1
646,0,0.85,1
646,0,0.833333333,1
640,0,0.85,1
640,0,0.866666667,1
640,0,0.883333333,1
640,0,0.9,1
646,0,0.9,1
646,0,0.9,1
646,0,0.9,1
646,0,0.9,1
645,0,0.9,1
645,0,0.9,1
645,0,0.883333333,1
645,0,0.866666667,1
683,0,0.85,1
684,0,0.833333333,1
646,0,0.833333333,1
646,0,0.833333333,1
645,0,0.833333333,1
645,0,0.833333333,1
683,0,0.833333333,1
683,0,0.833333333,1
683,0,0.833333333,1
684,0,0.833333333,1
684,0,0.833333333,1
684,0,0.833333333,1
683,0,0.833333333,1
684,0,0.833333333,1
684,0,0.833333333,1
684,0,0.833333333,1
683,0,0.833333333,1
683,0,0.833333333,1
684,0,0.833333333,1
684,0,0.833333333,1
684,0,0.833333333,1
684,0,0.833333333,1
684,0,0.833333333,1
684,0,0.833333333,1
683,0,0.833333333,1
683,0,0.833333333,1
683,0,0.833333333,1
683,0,0.833333333,1
683,0,0.833333333,1
683,0,0.833333333,1
684,0,0.833333333,1
683,0,0.833333333,1
684,0,0.833333333,1
716,0.025,0.8,1
717,0.05,0.766666667,1
716,0.075,0.733333333,1
716,0.1,0.7,1
717,0.125,0.666666667,1
717,0.15,0.633333333,1
716,0.175,0.6,1
723,0.175,0.566666667,1
683,0.175,0.566666667,1
683,0.175,0.566666667,1
717,0.175,0.566666667,1
723,0.15,0.566666667,1
723,0.125,0.566666667,1
716,0.125,0.566666667,1
717,0.125,0.566666667,1
716,0.125,0.566666667,1
716,0.125,0.566666667,1
717,0.15,0.566666667,1
717,0.175,0.533333333,1
684,0.175,0.533333333,1
298,0.15,0.558333333,1
298,0.15,0.583333333,1
298,0.15,0.608333333,1
298,0.125,0.633333333,1
740,0.1,0.658333333,1
740,0.075,0.683333333,1
740,0.05,0.708333333,1
298,0.025,0.733333333,1
298,0,0.758333333,1
646,0,0.758333333,1
646,0,0.766666667,1
646,0,0.775,1
646,0,0.783333333,1
645,0,0.791666667,1
645,0,0.8,1
646,0,0.808333333,1
646,0,0.816666667,1
646,0,0.825,1
646,0,0.833333333,1
646,0,0.833333333,1
646,0,0.833333333,1
646,0,0.833333333,1
646,0,0.833333333,1
646,0,0.833333333,1
646,0,0.833333333,1
646,0,0.833333333,1
646,0,0.833333333,1
646,0,0.833333333,1
646,0,0.833333333,1
646,0,0.833333333,1
646,0,0.833333333,1
646,0,0.833333333,1
646,0,0.833333333,1
646,0,0.833333333,1
646,0,0.833333333,1
646,0,0.833333333,1
645,0,0.833333333,1
645,0,0.833333333,1
646,0,0.833333333,1
646,0,0.833333333,1
646,0,0.833333333,1
645,0,0.833333333,1
645,0,0.833333333,1
645,0,0.833333333,1
645,0,0.833333333,1
645,0,0.833333333,1
645,0,0.833333333,1
646,0,0.833333333,1
646,0,0.833333333,1
683,0,0.833333333,1
646,0,0.833333333,1
683,0,0.833333333,1
683,0,0.833333333,1
62,0,0.85,1
62,0,0.866666667,1
62,0,0.883333333,1
62,0,0.9,1
62,0,0.916666667,1
7,0,0.933333333,1
7,0,0.95,1
796,0,0.95,1
797,0,0.95,1
796,0,0.95,1
796,0,0.933333333,1
797,0,0.916666667,1
797,0,0.9,1
796,0,0.883333333,1
797,0,0.866666667,1
804,0,0.85,1
796,0,0.833333333,1
796,0,0.833333333,1
796,0,0.833333333,1
796,0,0.833333333,1
796,0,0.833333333,1
796,0,0.833333333,1
796,0,0.833333333,1
797,0,0.833333333,1
796,0,0.833333333,1
796,0,0.833333333,1
797,0,0.833333333,1
797,0,0.833333333,1
797,0,0.833333333,1
797,0,0.833333333,1
797,0,0.833333333,1
797,0,0.833333333,1
804,0,0.833333333,1
804,0,0.833333333,1
797,0,0.833333333,1
797,0,0.833333333,1
796,0,0.833333333,1
796,0,0.833333333,1
797,0,0.833333333,1
298,0,0.8,1
740,0,0.766666667,1
62,0,0.783333333,1
804,0,0.783333333,1
740,0,0.75,1
298,0,0.716666667,1
298,0,0.683333333,1
740,0,0.65,1
740,0,0.616666667,1
740,0,0.583333333,1
740,0,0.583333333,1
797,0,0.616666667,1
804,0,0.6,1
804,0,0.6,1
804,0,0.633333333,1
804,0,0.666666667,1
804,0,0.7,1
804,0,0.733333333,1
804,0,0.766666667,1
62,0,0.816666667,1
62,0,0.866666667,1
62,0,0.883333333,1
62,0,0.9,1
796,0,0.9,1
804,0,0.9,1
797,0,0.9,1
804,0,0.9,1
804,0,0.9,1
797,0,0.9,1
298,0,0.85,1
298,0,0.8,1
298,0,0.75,1
797,0,0.733333333,1
797,0,0.733333333,1
797,0,0.733333333,1
797,0,0.733333333,1
796,0,0.733333333,1
796,0,0.733333333,1
796,0,0.733333333,1
796,0,0.766666667,1
796,0,0.8,1
796,0,0.833333333,1
796,0,0.833333333,1
796,0,0.833333333,1
796,0,0.833333333,1
683,0,0.85,1
640,0,0.866666667,1
683,0,0.883333333,1
683,0,0.9,1
640,0,0.916666667,1
640,0,0.933333333,1
640,0,0.95,1
683,0,0.966666667,1
640,0,0.983333333,1
683,0,1,1
683,0,1,1
640,0,1,1
640,0,1,1
640,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
130,0,1,1
130,0,1,1
130,0,1,1
130,0,1,1
130,0,1,1
130,0,1,1
130,0,1,1
130,0,1,1
130,0,1,1
130,0,1,1
130,0,1,1
130,0,1,1
130,0,1,1
905,0,0.983333333,1
906,0,0.983333333,1
906,0,0.983333333,1
906,0,0.983333333,1
906,0,0.983333333,1
910,0,0.966666667,1
905,0,0.95,1
905,0,0.933333333,1
905,0,0.916666667,1
906,0,0.916666667,1
906,0,0.933333333,1
906,0,0.933333333,1
906,0,0.933333333,1
906,0,0.933333333,1
62,0,0.933333333,1
62,0,0.95,1
62,0,0.966666667,1
62,0,0.983333333,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
906,0,1,1
17,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
17,0,1,1
17,0,1,1
62,0,1,1
62,0,1,1
906,0,1,1
906,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
979,0,0.983333333,1
62,0,0.983333333,1
62,0,0.983333333,1
62,0,0.983333333,1
62,0,0.983333333,1
62,0,0.983333333,1
62,0,0.983333333,1
62,0,0.983333333,1
62,0,0.983333333,1
62,0,0.983333333,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
62,0,1,1
998,0,0.991666667,1
999,0,0.983333333,1
906,0,0.983333333,1
906,0,0.983333333,1
906,0,0.983333333,1
998,0,0.975,1
998,0,0.966666667,1
999,0,0.958333333,1
999,0,0.95,1
910,0,0.933333333,1
910,0,0.925,1
910,0,0.916666667,1
999,0,0.908333333,1
905,0,0.891666667,1
998,0,0.883333333,1
905,0,0.875,1
905,0,0.866666667,1
905,0,0.858333333,1
905,0,0.85,1
905,0,0.85,1
905,0,0.85,1
999,0,0.858333333,1
998,0,0.858333333,1
999,0,0.866666667,1
999,0,0.866666667,1
999,0,0.875,1
999,0,0.883333333,1
999,0,0.891666667,1
999,0,0.9,1
998,0,0.908333333,1
998,0,0.916666667,1
998,0,0.916666667,1
998,0,0.916666667,1
905,0,0.908333333,1
999,0,0.908333333,1
998,0,0.908333333,1
979,0,0.9,1
979,0,0.891666667,1
999,0,0.891666667,1
17,0,0.9,1
1038,0,0.898333333,1
998,0,0.896666667,1
17,0,0.895909091,1
17,0,0.903484848,1
906,0,0.911818182,1
979,0,0.910151515,1
17,0,0.917727273,1
1038,0,0.924393939,1
1038,0,0.922727273,1
17,0,0.913636364,1
906,0,0.923636364,1
906,0,0.933636364,1
906,0,0.942727273,1
1051,0,0.942727273,1
1051,0,0.933636364,1
1051,0,0.934545455,1
910,0,0.933636364,1
910,0,0.933636364,1
910,0,0.933636364,1
910,0,0.932727273,1
910,0,0.922727273,1
999,0,0.912727273,1
910,0,0.902727273,1
999,0,0.901818182,1
998,0,0.900909091,1
905,0,0.9,1
1038,0,0.9,1
17,0,0.900909091,1
999,0,0.900909091,1
999,0,0.900909091,1
1038,0,0.900909091,1
1038,0,0.900909091,1
1038,0,0.900909091,1
979,0,0.900909091,1
905,0,0.900909091,1
1073,0.01,0.865454545,1
1074,0.02,0.83,1
979,0.02,0.829090909,1
979,0.02,0.829090909,1
979,0.02,0.829090909,1
979,0.02,0.829090909,1
979,0.02,0.829090909,1
1038,0.02,0.829090909,1
1073,0.03,0.793636364,1
1073,0.04,0.758181818,1
1074,0.04,0.758181818,1
1074,0.04,0.758181818,1
1085,0.04,0.722727273,1
1086,0.05,0.687272727,1
44,0.05,0.697272727,1
1074,0.06,0.661818182,1
1073,0.07,0.626363636,1
910,0.07,0.626363636,1
1073,0.07,0.626363636,1
1074,0.07,0.626363636,1
1085,0.06,0.626363636,1
1085,0.05,0.626363636,1
1086,0.06,0.626363636,1
1086,0.06,0.626363636,1
1073,0.07,0.580909091,1
1073,0.07,0.580909091,1
1074,0.07,0.580909091,1
1074,0.08,0.545454545,1
1073,0.08,0.545454545,1
1073,0.08,0.545454545,1
1074,0.09,0.545454545,1
1074,0.1,0.545454545,1
1073,0.1,0.545454545,1
1074,0.1,0.545454545,1
44,0.09,0.590909091,1
1073,0.09,0.590909091,1
1074,0.09,0.590909091,1
1073,0.09,0.590909091,1
1074,0.09,0.590909091,1
1038,0.08,0.626363636,1
910,0.07,0.661818182,1
979,0.06,0.697272727,1
1115,0.05,0.737727273,1
1116,0.04,0.778181818,1
1086,0.05,0.732727273,1
1115,0.04,0.773181818,1
1115,0.03,0.813636364,1
1116,0.02,0.854090909,1
1116,0.01,0.894545455,1
979,0.01,0.894545455,1
1116,0.01,0.899545455,1
1115,0.01,0.904545455,1
1086,0.02,0.864090909,1
1086,0.03,0.823636364,1
1086,0.03,0.823636364,1
